wiki_id,name,description,gender,country,occupation,birth_year,death_year,cause_of_death,age,death_century,death_decade,is_test
Q251131,Cornelis de Wael,Flemish painter and engraver,Male,Southern Netherlands,artist,1592,1662.0,,70.0,1600,166.0,True
Q251205,Ulrich von Pottenstein,auteur,Male,,artist,1400,1416.0,,16.0,1400,141.0,True
Q251291,Luca Pinelli,Italian theologian,Male,,religious figure,1542,1607.0,,65.0,1600,160.0,False
Q251431,Julian Maunoir,French Jesuit priest,Male,France,religious figure,1606,1683.0,,77.0,1600,168.0,False
Q251441,"Álvaro de Bazán, 1st Marquis of Santa Cruz",Spanish admiral,Male,Spain; Portugal,military personnel,1526,1588.0,,62.0,1500,158.0,False
Q251445,Peder Skram,Danish admiral,Male,Denmark,,1503,1581.0,,78.0,1500,158.0,False
Q251457,Denis Briçonnet,Frans prelaat (1479-1535),Male,France,prelate,1479,1535.0,,56.0,1500,153.0,False
Q251458,"Álvaro de Navia Osorio y Vigil, marqués de Santa Cruz de Marcenado",Spanish General and diplomat,Male,Spain,artist,1684,1732.0,,48.0,1700,173.0,False
Q251471,"Álvaro de Luna, Duke of Trujillo",Spanish politician (1390-1453),Male,Crown of Castile,politician,1390,1453.0,,63.0,1400,145.0,False
Q251560,Vicente Antonio García de la Huerta,Spanish writer,Male,Spain,researcher,1734,1787.0,,53.0,1700,178.0,False
Q251628,William Amherst,British Army general (1732-1781),Male,Kingdom of Great Britain,politician,1732,1781.0,,49.0,1700,178.0,False
Q251738,Fausto Veranzio,Humanist and bishop,Male,Republic of Venice,researcher,1551,1617.0,,66.0,1600,161.0,False
Q251761,Angel Manrique,Spanish architect and church historian,,Spain,artist,1577,1649.0,,72.0,1600,164.0,False
Q251864,Federico di Sanseverino,Italian cardinal,Male,France; Papal States,religious figure,1475,1516.0,,41.0,1500,151.0,False
Q251884,Enguerrand de Marigny,French politician (1260-1315),Male,France,politician,1260,1315.0,capital punishment,55.0,1300,131.0,False
Q251943,Robrecht IV van der Marck,French politician,Male,France,politician,1512,1556.0,homicide,44.0,1500,155.0,False
Q251971,Ángel de Peredo,Royal Governor of Chile (1623-1677),Male,Spain,politician,1623,1677.0,,54.0,1600,167.0,False
Q251985,Fulk Bertrand of Provence,Count of Provence,Male,France,,1014,1051.0,,37.0,1000,105.0,False
Q251996,Joseph Bertin,British chess player,Male,Kingdom of Great Britain,athlete,1690,1736.0,,46.0,1700,173.0,False
Q252001,John II,bishop of Rochester,Male,,religious figure,1100,1142.0,,42.0,1100,114.0,False
Q252024,"Simon I, Duke of Lorraine",Duke of Lorraine,Male,France,feudatory,1076,1139.0,,63.0,1100,113.0,False
Q252282,Árni Þorláksson,Roman Catholic bishop,Male,Iceland,religious figure,1237,1298.0,,61.0,1200,129.0,True
Q252301,Árni Magnússon,Icelandic scholar and manuscript collector,Male,Iceland,researcher,1663,1730.0,,67.0,1700,173.0,True
Q252493,"Louis Otto, Prince of Salm",Count of Salm-Salm,Male,,,1674,1738.0,,64.0,1700,173.0,False
Q252569,"Katherine Neville, Duchess of Norfolk",British duchess,Female,,,1397,1483.0,,86.0,1400,148.0,False
Q252724,"Robert III, Count of Flanders",Count of Flanders (1249-1322),Male,,politician,1249,1322.0,,73.0,1300,132.0,False
Q252763,Aldona of Lithuania,"Queen consort of Poland, and the Princess of the Grand Duchy of Lithuania",Female,Grand Duchy of Lithuania,politician,1309,1339.0,,30.0,1300,133.0,False
Q252902,Francisco de Melo,"Portuguese general, statesman and diplomat",Male,Portugal; Kingdom of Castile,politician,1597,1651.0,,54.0,1600,165.0,False
Q252918,Aegidius Faber,Hungarian theologian,,Hungary,religious figure,1490,1558.0,,68.0,1500,155.0,False
Q252919,Johannes Bach,German composer and musician,Male,Germany,artist,1604,1673.0,,69.0,1600,167.0,True
Q253132,Pierre Choque,herald from Brittany in the court of king Louis XII of France and queen Anne of Brittany,Male,,herald; chronicler,1450,1530.0,,80.0,1500,153.0,False
Q253176,János Petki,Hungarian politician (1572-1612),Male,Hungary,artist,1572,1612.0,,40.0,1600,161.0,False
Q253490,Li Fang,"Chinese scholar, compiler and government official of the Song dynasty (925-996)",Male,Song dynasty,researcher,925,996.0,,71.0,900,99.0,False
Q253557,"Anthony Grey, 11th Earl of Kent",English noble (1645-1702),Male,Kingdom of England,politician,1645,1702.0,,57.0,1700,170.0,False
Q253568,Baha ad-Din ibn Shaddad,"Iraqi poet, jurist and scholar",Male,Abbasid Caliphate,researcher,1145,1234.0,,89.0,1200,123.0,False
Q253571,Berengaria of Portugal,Queen of Denmark,Female,Denmark,aristocrat,1198,1221.0,natural causes,23.0,1200,122.0,True
Q253747,Marie-Jean Hérault de Séchelles,French judge and politician (1759-1794),Male,France,politician,1759,1794.0,,35.0,1700,179.0,False
Q253778,"Margaret of Austria, Queen of Bohemia",Czech queen,Female,Austria,sovereign,1204,1266.0,,62.0,1200,126.0,False
Q253814,Claudia de' Medici,Archduchess of Austria (1604-1648),Female,,politician,1604,1648.0,,44.0,1600,164.0,False
Q253821,"Joan III, Countess of Burgundy",French countess (1308-1347),Female,France,politician,1308,1347.0,,39.0,1300,134.0,False
Q253830,Eleanor of Alburquerque,Queen of Aragon (1374-1435),Female,Crown of Castile,politician,1374,1435.0,,61.0,1400,143.0,True
Q254064,Tan Daoji,Jin Dynasty general,Male,China,politician,400,436.0,capital punishment,36.0,400,43.0,False
Q254071,Johannes Kelpius,German born American mystic,Male,United States of America,religious figure,1667,1708.0,,41.0,1700,170.0,False
Q254085,"Margaret Stewart, Dauphine of France",eldest child of child of James I of Scotland and Joan Beaufort,Female,Scotland; France,aristocrat,1424,1445.0,,21.0,1400,144.0,False
Q254095,Adelaide of Paris,French royalty,Female,,,850,901.0,,51.0,900,90.0,False
Q254245,Colen Campbell,Scottish architect and architectural writer,Male,Kingdom of Scotland,artist,1676,1729.0,,53.0,1700,172.0,True
Q254275,Beatrice of Savoy,French noble,Female,County of Savoy; County of Provence,aristocrat,1198,1267.0,,69.0,1200,126.0,True
Q254322,Elizabeth of Bohemia,Czech queen,Female,,politician,1292,1330.0,natural causes,38.0,1300,133.0,False
Q254374,Judith of Swabia,Hungarian queen,Female,,politician,1054,1105.0,,51.0,1100,110.0,False
Q254389,Gisela of Burgundy,French princess,Female,,sovereign,950,1006.0,,56.0,1000,100.0,False
Q254402,Saint Rosalia,"Italian saint of Palermo, honored for divine intermediation during the plague there",Female,,hermit,1130,1166.0,,36.0,1100,116.0,False
Q254451,Cecilia Gallerani,Mistress of Italian noble,Female,,art model,1473,1536.0,,63.0,1500,153.0,True
Q254545,Gunhilda of Denmark,"Danish princess, Queen consort of Germany",Female,North Sea Empire,sovereign,1020,1038.0,natural causes,18.0,1000,103.0,False
Q254632,Margaret of Cortona,Italian penitent,Female,,christians jehovah’s witnesses,1247,1297.0,,50.0,1200,129.0,False
Q254752,Helian Bobo,founding emperor of the state Xia (Xiongnu) (r. 407-425),Male,,politician,381,425.0,,44.0,400,42.0,False
Q254790,Berthold II of Landsberg,Bishop of Verden and Hildesheim,Male,,religious figure,1464,1502.0,,38.0,1500,150.0,False
Q254814,Jordanus of Giano,Italian Minorite and the guardian at Mainz,Male,,researcher,1195,1262.0,,67.0,1200,126.0,False
Q254896,Anastasius of Persia,Christian martyr,Male,,military personnel,550,628.0,,78.0,600,62.0,True
Q254920,Salome I,politician,Female,,politician,-65,10.0,,75.0,0,1.0,False
Q254927,"Douce I, Countess of Provence",Countess suo jure of Provence (1090-1129),Female,,politician,1090,1129.0,,39.0,1100,112.0,False
Q254986,Blanche of Bourbon,Queen of Castille,Female,,aristocrat,1339,1361.0,,22.0,1300,136.0,False
Q255061,"William IV, Count of Ponthieu",Count of Ponthieu,Male,France,aristocrat,1179,1221.0,,42.0,1200,122.0,False
Q255101,William of Montferrat,"the Count of Jaffa and Ascalon, the eldest son of William V, Marquess of Montferrat and Judith of Babenberg",Male,,feudatory,1140,1177.0,,37.0,1100,117.0,False
Q255132,Marguerite Porete,French mystic,Female,France,artist,1250,1310.0,,60.0,1300,131.0,False
Q255150,Aeneas de Caprara,"Italian general, imperial field marshal (1631-1701)",Male,Habsburg Monarchy,politician,1631,1701.0,,70.0,1700,170.0,False
Q255199,Amadea Palaiologina of Montferrat,Queen consort of Cyprus,Female,Byzantine Empire,consort,1420,1440.0,,20.0,1400,144.0,False
Q255261,Anna Maria van Schurman,Dutch painter (1607-1678),Female,Belgium; Dutch Republic,artist,1607,1678.0,,71.0,1600,167.0,True
Q255334,Georg Henisch,Érudit allemand de l'Époque Moderne,Male,,researcher,1549,1618.0,,69.0,1600,161.0,False
Q255368,Vittoria Colonna,Italian poet and noble,Female,,artist,1490,1547.0,,57.0,1500,154.0,False
Q255429,Eudoxia Streshneva,Russian empress,Female,Tsardom of Russia,,1608,1645.0,,37.0,1600,164.0,False
Q255457,Olympia Mancini,Italian noblewoman,Female,France,lady-in-waiting,1638,1708.0,,70.0,1700,170.0,False
Q255468,Giovanni Battista Galestruzzi,Italian painter (1618-1677),Male,Italy,artist,1618,1677.0,,59.0,1600,167.0,False
Q255737,Maria Komnene,Queen of Jerusalem,Female,Byzantine Empire,politician,1154,1208.0,,54.0,1200,120.0,False
Q255759,Margravine Friederike of Brandenburg-Schwedt,German noble,Female,Germany,ruler,1736,1798.0,,62.0,1700,179.0,False
Q255809,Hürrem Sultan,Haseki Sultan of the Ottoman Empire (c.1502-1558),Female,Ottoman Empire; Crown of the Kingdom of Poland,consort,1502,1558.0,,56.0,1500,155.0,False
Q255828,Pieter Breughel the Younger,Flemish painter (1564-1636),Male,Southern Netherlands,artist,1564,1638.0,,74.0,1600,163.0,False
Q255874,"Sir Thomas Modyford, 1st Baronet",British Baronet,Male,,judge,1620,1679.0,,59.0,1600,167.0,False
Q256079,Antonio Rossellino,Italian artist (1427-1479),Male,,artist,1427,1479.0,,52.0,1400,147.0,False
Q256139,Catherine Stenbock,Queen Consort of Sweden,Female,Sweden,businessperson,1535,1621.0,,86.0,1600,162.0,False
Q256212,Caesarius of Nazianzus,physician and saint,Male,,physician,330,368.0,,38.0,300,36.0,False
Q256288,John Parkinson,English herbalist and botanist (1567-1650),Male,Kingdom of England,researcher,1567,1650.0,,83.0,1600,165.0,False
Q256359,Pierfrancesco the Elder,(1430-1476),Male,,politician,1430,1476.0,,46.0,1400,147.0,False
Q256455,Catherine of Ricci,Italian Dominican Tertiary Religious Sister,Female,,christians jehovah’s witnesses,1522,1590.0,,68.0,1500,159.0,True
Q256506,Rabia of Basri,Iraqi sufi and poet,Female,Iraq; Abbasid Caliphate; Umayyad Caliphate,artist,710,801.0,,91.0,800,80.0,True
Q256541,Robert Grosseteste,English bishop and philosopher,Male,United Kingdom; Kingdom of England,researcher,1175,1253.0,,78.0,1200,125.0,False
Q256580,Gian Gastone de' Medici,Last Medici Grand Duke of Tuscany,Male,,duke,1671,1737.0,,66.0,1700,173.0,False
Q256638,Caroline of Orange-Nassau,Princess in the house of Orange-Nassau,Female,Dutch Republic,regent,1743,1787.0,,44.0,1700,178.0,False
Q256663,Anne Geneviève de Bourbon,French princess,Female,France,aristocrat,1619,1679.0,,60.0,1600,167.0,False
Q256692,Yolanda de Courtenay,Queen Consort of Hungary,Female,,politician,1197,1233.0,,36.0,1200,123.0,False
Q256983,Anne de Mortimer,English countess,Female,United Kingdom,,1390,1411.0,,21.0,1400,141.0,False
Q257001,Matilda II of Boulogne,"Countess of Boulogne, Queen of Portugal (1202-1259)",Female,,politician,1202,1259.0,,57.0,1200,125.0,False
Q257036,Hugh X of Lusignan,French noble,Male,France,,1185,1249.0,,64.0,1200,124.0,False
Q257107,James Steuart,Scottish economist,Male,Kingdom of Great Britain,artist,1712,1780.0,natural causes,68.0,1700,178.0,False
Q257141,"Isabella of France, Queen of Navarre",daughter of Louis IX,Female,,,1241,1271.0,,30.0,1200,127.0,False
Q257202,Margaret of Navarre,Queen of Sicily (1134-1182),Female,Kingdom of Pamplona,politician,1128,1183.0,,55.0,1100,118.0,False
Q257246,István Szamosközy,Hungarian humanist and historian,Male,Hungary,researcher,1570,1612.0,,42.0,1600,161.0,False
Q257283,"Henri, Dauphin of Viennois",French bishop,Male,France,religious figure,1296,1328.0,,32.0,1300,132.0,False
Q257321,Ishak-bey Kraloglu,medieval Bosnian prince who converted to Islam and became Turkish statesman and soldier,Male,,military personnel,1449,1461.0,,12.0,1400,146.0,False
Q257483,Landgravine Friederike of Hesse-Darmstadt,German noble,Female,Germany,aristocrat,1752,1782.0,,30.0,1700,178.0,True
Q257493,Veronica Franco,Italian poet and courtesan,Female,Republic of Venice,artist,1546,1591.0,,45.0,1500,159.0,False
Q257500,Hilda,"Christian saint and the founding abbess of the monastery at Whitby, England",Female,Kingdom of Deira,religious figure,614,680.0,,66.0,600,68.0,False
Q257510,Duchess Anna of Prussia,Prussian Duchess,Female,Prussia,aristocrat,1576,1625.0,,49.0,1600,162.0,False
Q257541,Charlotte Christine of Brunswick-Lüneburg,Grand Duchess of Russia,Female,,regent,1694,1715.0,,21.0,1700,171.0,True
Q257557,Anne de Pisseleu d'Heilly,French duchess,Female,France,lady-in-waiting,1508,1580.0,,72.0,1500,158.0,False
Q257563,"Margaret Drummond, Queen of Scotland",Second queen of David II of Scotland,Female,Kingdom of Scotland,politician,1340,1375.0,,35.0,1300,137.0,False
Q257579,Christina of Lorraine,Grand Duchess consort of Tuscany,Female,France,aristocrat,1565,1637.0,,72.0,1600,163.0,False
Q257587,Eleanor of Prussia,daughter of Duke Albert Frederick of Prussia; by marriage Electress of Brandenburg,Female,Prussia,aristocrat,1583,1607.0,,24.0,1600,160.0,True
Q257607,Claudius Franciscus Gagnières des Granges,French martyr,Male,France,cleric,1722,1792.0,,70.0,1700,179.0,False
Q257611,Hendrick van Uylenburgh,Dutch art dealer,Male,Dutch Republic,art dealer; art collector,1587,1661.0,,74.0,1600,166.0,False
Q257621,"Joan, Duchess of Brittany",French duchess (1319-1384),Female,France,politician,1319,1384.0,,65.0,1300,138.0,False
Q257668,George Edwards,English naturalist and ornithologist,Male,United Kingdom; Kingdom of Great Britain,researcher,1694,1773.0,,79.0,1700,177.0,False
Q257706,Euphrosyne of Polatsk,Belarusian saint and abbess,Female,Principality of Polotsk,monk,1110,1173.0,,63.0,1100,117.0,False
Q257745,Badr al-Din al-Ayni,Sunni Islamic scholar of the Hanafi madh'hab,Male,Egypt,religious figure,1360,1451.0,,91.0,1400,145.0,False
Q257804,Theodora of Trebizond,"Empress regnant of Trebizond, nun (1253-1285)",Female,Byzantine Empire; Empire of Trebizond,politician,1253,1285.0,,32.0,1200,128.0,False
Q257911,Phillis Wheatley,American poet,Female,United States of America,artist,1753,1784.0,,31.0,1700,178.0,False
Q257935,Aminah,Mother of Prophet Muhammad,Female,,,549,577.0,natural causes,28.0,500,57.0,False
Q257948,Frederick de Houtman,"Dutch explorer, navigator, and colonial governor",Male,Dutch Republic; Seventeen Provinces,navigator; explorer; colonial administrator,1571,1627.0,,56.0,1600,162.0,False
Q257960,Felicitas of Rome,Christian saint and martyr,Female,,,101,165.0,,64.0,100,16.0,False
Q257968,Joan of Acre,English princess,Female,,aristocrat,1272,1307.0,,35.0,1300,130.0,False
Q258027,Margaret of Burgundy,Queen of Sicily,Female,,noble,1250,1308.0,,58.0,1300,130.0,True
Q258042,Isabella of Coimbra,queen consort of Portugal,Female,,politician,1432,1455.0,,23.0,1400,145.0,False
Q258047,Henry Burghersh,Lord High Treasurer of England; Lord Chancellor of England; Bishop of Lincoln,Male,,religious figure,1292,1340.0,,48.0,1300,134.0,False
Q258111,Bianca Cappello,Italian noble,Female,Republic of Venice,aristocrat,1548,1587.0,,39.0,1500,158.0,False
Q258257,Bruno III of Berg,Roman Catholic archbishop,Male,,religious figure,1140,1200.0,,60.0,1200,120.0,False
Q258360,Anna of Cilli,Queen consort of Poland,Female,,politician,1381,1416.0,,35.0,1400,141.0,False
Q258369,Peter Damian,reformist monk,Male,,politician,1007,1072.0,,65.0,1000,107.0,False
Q258501,Sophia Eleonore of Saxony,Landgrevinde consort of Hesse-Darmstadt,Female,Germany,aristocrat; consort,1609,1671.0,,62.0,1600,167.0,False
Q258555,Nicolaas Kruik,Dutch cartographer and meteorologist,Male,Netherlands,astronomer; cartographer; instrument maker; geodesist; drawer,1678,1754.0,,76.0,1700,175.0,False
Q258766,Samuel Butler,poet and satirist,Male,United Kingdom,artist,1612,1680.0,,68.0,1600,168.0,False
Q258770,Barbara Blomberg,German mistress,Female,Germany,aristocrat,1527,1597.0,,70.0,1500,159.0,False
Q258776,Gertrude of Bavaria,Queen of Denmark,Female,Denmark,politician,1152,1197.0,,45.0,1100,119.0,False
Q258881,Jean de Poltrot,French assassin,Male,France,,1537,1563.0,capital punishment,26.0,1500,156.0,True
Q258891,Álvar Fáñez,Military leader/ruler,Male,,military personnel,1047,1115.0,,68.0,1100,111.0,True
Q258910,Barbara of Brandenburg,Queen Consort of Bohemia and Hungary,Female,,politician,1464,1515.0,,51.0,1500,151.0,True
Q258917,Anna von Schweidnitz,Czech queen,Female,Poland,empress consort,1339,1362.0,,23.0,1300,136.0,True
Q258955,György Bánffy,politician (1661-1708),Male,,politician,1661,1708.0,,47.0,1700,170.0,False
Q259040,Elizabeth Richeza of Poland,Czech queen (1286-1335),Female,,politician,1286,1335.0,,49.0,1300,133.0,False
Q259067,Pompeo Cesura,Italian painter and engraver (c.),Male,,artist,1500,1571.0,,71.0,1500,157.0,False
Q259077,Katherine Swynford,"Third wife of John of Gaunt, Duke of Lancaster",Female,,governess,1350,1403.0,,53.0,1400,140.0,False
Q259085,György Káldy,Hungarian Jesuit and Bible translator,Male,Hungary,translator,1573,1634.0,,61.0,1600,163.0,False
Q259110,Herleva,Norman noblewoman?,Female,Duchy of Normandy,aristocrat,1003,1050.0,,47.0,1000,105.0,False
Q259116,Eleanor of Portugal,Queen of Denmark,Female,,aristocrat,1211,1231.0,,20.0,1200,123.0,False
Q259132,Robert Burton,English scholar,Male,United Kingdom,artist,1577,1640.0,,63.0,1600,164.0,True
Q259136,Eleanor de Guzmán,Castilian noblewoman and long-term mistress to Alfonso XI of Castile.,Female,Crown of Castile,politician,1310,1351.0,homicide,41.0,1300,135.0,False
Q259146,"John III, Duke of Brittany",Duke of Brittany,Male,,,1286,1341.0,,55.0,1300,134.0,False
Q259213,Irene Palaiologina of Trebizond,Empress consort then empress regnant of Trebizond (1315-1341),Female,Byzantine Empire; Empire of Trebizond,politician,1315,1341.0,,26.0,1300,134.0,False
Q259250,Louise Diane d'Orléans,18th-century French noblewoman,Female,France,,1716,1736.0,,20.0,1700,173.0,False
Q259393,Bernhard Keil,painter from Denmark (1624-1687),Male,Denmark,artist,1624,1687.0,,63.0,1600,168.0,False
Q259528,Yakov Lobanov-Rostovsky,politician (1660-1732),Male,,politician,1660,1732.0,,72.0,1700,173.0,False
Q259551,Itta of Metz,Frankish Saint,Female,Austrasia,nun,592,652.0,,60.0,600,65.0,False
Q259628,Xiao Zhangmao,Liu Song Dynasty crown prince,Male,Southern Qi,aristocrat,458,493.0,,35.0,400,49.0,False
Q259725,Princess Antoinette of Brunswick-Wolfenbüttel,German duchess,Female,Germany,aristocrat,1696,1762.0,,66.0,1700,176.0,False
Q259896,Violant of Bar,Aragonese queen consort,Female,Crown of Aragón,monarch,1365,1431.0,,66.0,1400,143.0,False
Q259907,Maria Miloslavskaya,Russian empress,Female,Tsardom of Russia,,1624,1669.0,,45.0,1600,166.0,False
